Datetime,COMED_MW
2011/1/7 11:00,13552
2011/1/7 12:00,13553
2011/1/7 13:00,13441
2011/1/7 14:00,13323
2011/1/7 15:00,13415
2011/1/7 16:00,13504
2011/1/7 17:00,13558
2011/1/7 18:00,14028
2011/1/7 19:00,14500
2011/1/7 20:00,14361
2011/1/7 21:00,14143
2011/1/7 22:00,13832
2011/1/7 23:00,13438
2011/1/8 0:00,12724
2011/1/8 1:00,12044
2011/1/8 2:00,11494
2011/1/8 3:00,11218
2011/1/8 4:00,11035
2011/1/8 5:00,10989
2011/1/8 6:00,11025
2011/1/8 7:00,11326
2011/1/8 8:00,11757
2011/1/8 9:00,11991
2011/1/8 10:00,12164
2011/1/8 11:00,12315
2011/1/8 12:00,12376
2011/1/8 13:00,12308
2011/1/8 14:00,12151
2011/1/8 15:00,11919
2011/1/8 16:00,11717
2011/1/8 17:00,11750
2011/1/8 18:00,12316
2011/1/8 19:00,13212
2011/1/8 20:00,13196
2011/1/8 21:00,13104
2011/1/8 22:00,12897
2011/1/8 23:00,12607
2011/1/9 0:00,12011
2011/1/9 1:00,11469
2011/1/9 2:00,10936
2011/1/9 3:00,10634
2011/1/9 4:00,10531
2011/1/9 5:00,10478
2011/1/9 6:00,10499
2011/1/9 7:00,10670
2011/1/9 8:00,10955
2011/1/9 9:00,11053
2011/1/9 10:00,11113
2011/1/9 11:00,11179
2011/1/9 12:00,11154
2011/1/9 13:00,11116
2011/1/9 14:00,11028
2011/1/9 15:00,10959
2011/1/9 16:00,10880
2011/1/9 17:00,11105
2011/1/9 18:00,11772
2011/1/9 19:00,12671
2011/1/9 20:00,12716
2011/1/9 21:00,12619
2011/1/9 22:00,12368
2011/1/9 23:00,11975
2011/1/10 0:00,11382
2011/1/10 1:00,10817
2011/1/10 2:00,10462
2011/1/10 3:00,10274
2011/1/10 4:00,10202
2011/1/10 5:00,10285
2011/1/10 6:00,10606
2011/1/10 7:00,11369
2011/1/10 8:00,12574
2011/1/10 9:00,13321
2011/1/10 10:00,13208
2011/1/10 11:00,13159
2011/1/10 12:00,13089
2011/1/10 13:00,13036
2011/1/10 14:00,12909
2011/1/10 15:00,12901
2011/1/10 16:00,12871
2011/1/10 17:00,13011
2011/1/10 18:00,13620
2011/1/10 19:00,14197
2011/1/10 20:00,14018
2011/1/10 21:00,13818
2011/1/10 22:00,13482
2011/1/10 23:00,12949
2011/1/11 0:00,12073
2011/1/11 1:00,11263
2011/1/11 2:00,10747
2011/1/11 3:00,10457
2011/1/11 4:00,10320
2011/1/11 5:00,10339
2011/1/11 6:00,10630
2011/1/11 7:00,11359
2011/1/11 8:00,12537
2011/1/11 9:00,13201
2011/1/11 10:00,13279
2011/1/11 11:00,13380
2011/1/11 12:00,13468
2011/1/11 13:00,13369
2011/1/11 14:00,13317
2011/1/11 15:00,13295
2011/1/11 16:00,13226
2011/1/11 17:00,13256
2011/1/11 18:00,13699
2011/1/11 19:00,14402
2011/1/11 20:00,14278
2011/1/11 21:00,14043
2011/1/11 22:00,13739
2011/1/11 23:00,13141
2011/1/12 0:00,12275
2011/1/12 1:00,11510
2011/1/12 2:00,11043
2011/1/12 3:00,10736
2011/1/12 4:00,10593
2011/1/12 5:00,10589
2011/1/12 6:00,10853
2011/1/12 7:00,11551
2011/1/12 8:00,12726
2011/1/12 9:00,13311
2011/1/12 10:00,13364
2011/1/12 11:00,13318
2011/1/12 12:00,13293
2011/1/12 13:00,13135
2011/1/12 14:00,13083
2011/1/12 15:00,13132
2011/1/12 16:00,13154
2011/1/12 17:00,13189
2011/1/12 18:00,13615
2011/1/12 19:00,14272
2011/1/12 20:00,14129
2011/1/12 21:00,13921
2011/1/12 22:00,13606
2011/1/12 23:00,13048
2011/1/13 0:00,12149
2011/1/13 1:00,11348
2011/1/13 2:00,10848
2011/1/13 3:00,10574
2011/1/13 4:00,10405
2011/1/13 5:00,10450
2011/1/13 6:00,10711
2011/1/13 7:00,11419
2011/1/13 8:00,12626
2011/1/13 9:00,13262
2011/1/13 10:00,13315
2011/1/13 11:00,13358
2011/1/13 12:00,13324
2011/1/13 13:00,13268
2011/1/13 14:00,13098
2011/1/13 15:00,13302
2011/1/13 16:00,13310
2011/1/13 17:00,13318
2011/1/13 18:00,13767
2011/1/13 19:00,14455
2011/1/13 20:00,14322
2011/1/13 21:00,14137
2011/1/13 22:00,13850
2011/1/13 23:00,13300
2011/1/14 0:00,12455
2011/1/14 1:00,11643
2011/1/14 2:00,11173
2011/1/14 3:00,10881
2011/1/14 4:00,10703
2011/1/14 5:00,10707
2011/1/14 6:00,10916
2011/1/14 7:00,11582
2011/1/14 8:00,12694
2011/1/14 9:00,13254
2011/1/14 10:00,13345
2011/1/14 11:00,13390
2011/1/14 12:00,13386
2011/1/14 13:00,13250
2011/1/14 14:00,13114
2011/1/14 15:00,13068
2011/1/14 16:00,13000
2011/1/14 17:00,12967
2011/1/14 18:00,13336
2011/1/14 19:00,13980
2011/1/14 20:00,13812
2011/1/14 21:00,13553
2011/1/14 22:00,13231
2011/1/14 23:00,12833
2011/1/15 0:00,12120
2011/1/15 1:00,11449
2011/1/15 2:00,10892
2011/1/15 3:00,10573
2011/1/15 4:00,10343
2011/1/15 5:00,10264
2011/1/15 6:00,10317
2011/1/15 7:00,10610
2011/1/15 8:00,11076
2011/1/15 9:00,11458
2011/1/15 10:00,11750
2011/1/15 11:00,11993
2011/1/15 12:00,12001
2011/1/15 13:00,12004
2011/1/15 14:00,11787
2011/1/15 15:00,11730
2011/1/15 16:00,11633
2011/1/15 17:00,11725
2011/1/15 18:00,12095
2011/1/15 19:00,12899
2011/1/15 20:00,12841
2011/1/15 21:00,12730
2011/1/15 22:00,12555
2011/1/15 23:00,12279
2011/1/16 0:00,11734
2011/1/16 1:00,11200
2011/1/16 2:00,10725
2011/1/16 3:00,10485
2011/1/16 4:00,10306
2011/1/16 5:00,10249
2011/1/16 6:00,10362
2011/1/16 7:00,10495
2011/1/16 8:00,10836
2011/1/16 9:00,10878
2011/1/16 10:00,11154
2011/1/16 11:00,11288
2011/1/16 12:00,11423
2011/1/16 13:00,11429
2011/1/16 14:00,11411
2011/1/16 15:00,11336
2011/1/16 16:00,11257
2011/1/16 17:00,11299
2011/1/16 18:00,11847
2011/1/16 19:00,12647
2011/1/16 20:00,12667
2011/1/16 21:00,12569
2011/1/16 22:00,12332
2011/1/16 23:00,12048
2011/1/17 0:00,11518
2011/1/17 1:00,11005
2011/1/17 2:00,10594
2011/1/17 3:00,10438
2011/1/17 4:00,10329
2011/1/17 5:00,10378
2011/1/17 6:00,10642
2011/1/17 7:00,11288
2011/1/17 8:00,12217
2011/1/17 9:00,12790
2011/1/17 10:00,13115
2011/1/17 11:00,13330
2011/1/17 12:00,13451
2011/1/17 13:00,13363
2011/1/17 14:00,13213
2011/1/17 15:00,13205
2011/1/17 16:00,13142
2011/1/17 17:00,13088
2011/1/17 18:00,13531
2011/1/17 19:00,14075
2011/1/17 20:00,13871
2011/1/17 21:00,13596
2011/1/17 22:00,13231
2011/1/17 23:00,12637
2011/1/18 0:00,11764
2011/1/18 1:00,10988
2011/1/18 2:00,10481
2011/1/18 3:00,10163
2011/1/18 4:00,9974
2011/1/18 5:00,9949
2011/1/18 6:00,10203
2011/1/18 7:00,10945
2011/1/18 8:00,12172
2011/1/18 9:00,12909
2011/1/18 10:00,13043
2011/1/18 11:00,13128
2011/1/18 12:00,13213
2011/1/18 13:00,13219
2011/1/18 14:00,13204
2011/1/18 15:00,13273
2011/1/18 16:00,13295
2011/1/18 17:00,13392
2011/1/18 18:00,13830
2011/1/18 19:00,14339
2011/1/18 20:00,14155
2011/1/18 21:00,13937
2011/1/18 22:00,13648
2011/1/18 23:00,13053
2011/1/19 0:00,12164
2011/1/19 1:00,11359
2011/1/19 2:00,10884
2011/1/19 3:00,10628
2011/1/19 4:00,10469
2011/1/19 5:00,10506
2011/1/19 6:00,10780
2011/1/19 7:00,11515
2011/1/19 8:00,12736
2011/1/19 9:00,13406
2011/1/19 10:00,13477
2011/1/19 11:00,13499
2011/1/19 12:00,13511
2011/1/19 13:00,13358
2011/1/19 14:00,13185
2011/1/19 15:00,13056
2011/1/19 16:00,12943
2011/1/19 17:00,12909
2011/1/19 18:00,13370
2011/1/19 19:00,14307
2011/1/19 20:00,14311
2011/1/19 21:00,14111
2011/1/19 22:00,13821
2011/1/19 23:00,13251
2011/1/20 0:00,12420
2011/1/20 1:00,11651
2011/1/20 2:00,11176
2011/1/20 3:00,10892
2011/1/20 4:00,10713
2011/1/20 5:00,10690
2011/1/20 6:00,10952
2011/1/20 7:00,11659
2011/1/20 8:00,12925
2011/1/20 9:00,13577
2011/1/20 10:00,13719
2011/1/20 11:00,13779
2011/1/20 12:00,13836
2011/1/20 13:00,13692
2011/1/20 14:00,13573
2011/1/20 15:00,13550
2011/1/20 16:00,13418
2011/1/20 17:00,13364
2011/1/20 18:00,13766
2011/1/20 19:00,14702
2011/1/20 20:00,14725
2011/1/20 21:00,14598
2011/1/20 22:00,14363
2011/1/20 23:00,13882
2011/1/21 0:00,13108
2011/1/21 1:00,12417
2011/1/21 2:00,11993
2011/1/21 3:00,11757
2011/1/21 4:00,11632
2011/1/21 5:00,11666
2011/1/21 6:00,11953
2011/1/21 7:00,12580
2011/1/21 8:00,13734
2011/1/21 9:00,14255
2011/1/21 10:00,14292
2011/1/21 11:00,14289
2011/1/21 12:00,14262
2011/1/21 13:00,14148
2011/1/21 14:00,14030
2011/1/21 15:00,13941
2011/1/21 16:00,13802
2011/1/21 17:00,13784
2011/1/21 18:00,14153
2011/1/21 19:00,14949
2011/1/21 20:00,14945
2011/1/21 21:00,14717
2011/1/21 22:00,14449
2011/1/21 23:00,13973
2011/1/22 0:00,13245
2011/1/22 1:00,12449
2011/1/22 2:00,11964
2011/1/22 3:00,11630
2011/1/22 4:00,11388
2011/1/22 5:00,11341
2011/1/22 6:00,11402
2011/1/22 7:00,11709
2011/1/22 8:00,12111
2011/1/22 9:00,12392
2011/1/22 10:00,12665
2011/1/22 11:00,12888
2011/1/22 12:00,12900
2011/1/22 13:00,12727
2011/1/22 14:00,12459
2011/1/22 15:00,12224
2011/1/22 16:00,12165
2011/1/22 17:00,12301
2011/1/22 18:00,12693
2011/1/22 19:00,13544
2011/1/22 20:00,13573
2011/1/22 21:00,13491
2011/1/22 22:00,13287
2011/1/22 23:00,12995
2011/1/23 0:00,12447
2011/1/23 1:00,11908
2011/1/23 2:00,11503
2011/1/23 3:00,11280
2011/1/23 4:00,11068
2011/1/23 5:00,11044
2011/1/23 6:00,11026
2011/1/23 7:00,11195
2011/1/23 8:00,11471
2011/1/23 9:00,11505
2011/1/23 10:00,11715
2011/1/23 11:00,11728
2011/1/23 12:00,11728
2011/1/23 13:00,11652
2011/1/23 14:00,11635
2011/1/23 15:00,11498
2011/1/23 16:00,11373
2011/1/23 17:00,11383
2011/1/23 18:00,11847
2011/1/23 19:00,12869
2011/1/23 20:00,13215
2011/1/23 21:00,13188
2011/1/23 22:00,12980
2011/1/23 23:00,12591
2011/1/24 0:00,11924
2011/1/24 1:00,11401
2011/1/24 2:00,11005
2011/1/24 3:00,10828
2011/1/24 4:00,10756
2011/1/24 5:00,10804
2011/1/24 6:00,11059
2011/1/24 7:00,11725
2011/1/24 8:00,12900
2011/1/24 9:00,13516
2011/1/24 10:00,13630
2011/1/24 11:00,13684
2011/1/24 12:00,13740
2011/1/24 13:00,13643
2011/1/24 14:00,13576
2011/1/24 15:00,13562
2011/1/24 16:00,13469
2011/1/24 17:00,13477
2011/1/24 18:00,13763
2011/1/24 19:00,14411
2011/1/24 20:00,14334
2011/1/24 21:00,14121
2011/1/24 22:00,13799
2011/1/24 23:00,13249
2011/1/25 0:00,12371
2011/1/25 1:00,11544
2011/1/25 2:00,11034
2011/1/25 3:00,10705
2011/1/25 4:00,10515
2011/1/25 5:00,10522
2011/1/25 6:00,10784
2011/1/25 7:00,11434
2011/1/25 8:00,12621
2011/1/25 9:00,13226
2011/1/25 10:00,13318
2011/1/25 11:00,13371
2011/1/25 12:00,13459
2011/1/25 13:00,13374
2011/1/25 14:00,13195
2011/1/25 15:00,13083
2011/1/25 16:00,12981
2011/1/25 17:00,13039
2011/1/25 18:00,13386
2011/1/25 19:00,14043
2011/1/25 20:00,13949
2011/1/25 21:00,13713
2011/1/25 22:00,13393
2011/1/25 23:00,12804
2011/1/26 0:00,11914
2011/1/26 1:00,11092
2011/1/26 2:00,10603
2011/1/26 3:00,10318
2011/1/26 4:00,10146
2011/1/26 5:00,10165
2011/1/26 6:00,10425
2011/1/26 7:00,11150
2011/1/26 8:00,12347
2011/1/26 9:00,13025
2011/1/26 10:00,13166
2011/1/26 11:00,13274
2011/1/26 12:00,13423
2011/1/26 13:00,13406
2011/1/26 14:00,13391
2011/1/26 15:00,13431
2011/1/26 16:00,13385
2011/1/26 17:00,13413
2011/1/26 18:00,13796
2011/1/26 19:00,14383
2011/1/26 20:00,14267
2011/1/26 21:00,14032
2011/1/26 22:00,13722
2011/1/26 23:00,13186
2011/1/27 0:00,12318
2011/1/27 1:00,11531
2011/1/27 2:00,11061
2011/1/27 3:00,10814
2011/1/27 4:00,10643
2011/1/27 5:00,10685
2011/1/27 6:00,10967
2011/1/27 7:00,11637
2011/1/27 8:00,12812
2011/1/27 9:00,13477
2011/1/27 10:00,13580
2011/1/27 11:00,13673
2011/1/27 12:00,13743
2011/1/27 13:00,13657
2011/1/27 14:00,13504
2011/1/27 15:00,13466
2011/1/27 16:00,13365
2011/1/27 17:00,13296
2011/1/27 18:00,13541
2011/1/27 19:00,14227
2011/1/27 20:00,14222
2011/1/27 21:00,14007
2011/1/27 22:00,13644
2011/1/27 23:00,13124
2011/1/28 0:00,12248
2011/1/28 1:00,11462
2011/1/28 2:00,10937
2011/1/28 3:00,10668
2011/1/28 4:00,10445
2011/1/28 5:00,10493
2011/1/28 6:00,10737
2011/1/28 7:00,11451
2011/1/28 8:00,12591
2011/1/28 9:00,13023
2011/1/28 10:00,13058
2011/1/28 11:00,13017
2011/1/28 12:00,12893
2011/1/28 13:00,12773
2011/1/28 14:00,12650
2011/1/28 15:00,12693
2011/1/28 16:00,12619
2011/1/28 17:00,12632
2011/1/28 18:00,12966
2011/1/28 19:00,13631
2011/1/28 20:00,13557
2011/1/28 21:00,13348
2011/1/28 22:00,13073
2011/1/28 23:00,12705
2011/1/29 0:00,11965
2011/1/29 1:00,11256
2011/1/29 2:00,10679
2011/1/29 3:00,10336
2011/1/29 4:00,10057
2011/1/29 5:00,10005
2011/1/29 6:00,10013
2011/1/29 7:00,10299
2011/1/29 8:00,10750
2011/1/29 9:00,11031
2011/1/29 10:00,11375
2011/1/29 11:00,11658
2011/1/29 12:00,11704
2011/1/29 13:00,11665
2011/1/29 14:00,11464
2011/1/29 15:00,11254
2011/1/29 16:00,11073
2011/1/29 17:00,11093
2011/1/29 18:00,11382
2011/1/29 19:00,12161
2011/1/29 20:00,12223
2011/1/29 21:00,12045
2011/1/29 22:00,11866
2011/1/29 23:00,11542
2011/1/30 0:00,11001
2011/1/30 1:00,10436
2011/1/30 2:00,9949
2011/1/30 3:00,9611
2011/1/30 4:00,9433
2011/1/30 5:00,9361
2011/1/30 6:00,9339
2011/1/30 7:00,9520
2011/1/30 8:00,9816
2011/1/30 9:00,9959
2011/1/30 10:00,10282
2011/1/30 11:00,10607
2011/1/30 12:00,10829
2011/1/30 13:00,10946
2011/1/30 14:00,10953
2011/1/30 15:00,10947
2011/1/30 16:00,10923
2011/1/30 17:00,10985
2011/1/30 18:00,11351
2011/1/30 19:00,12239
2011/1/30 20:00,12435
2011/1/30 21:00,12346
2011/1/30 22:00,12140
2011/1/30 23:00,11759
2011/1/31 0:00,11165
2011/1/31 1:00,10565
2011/1/31 2:00,10175
2011/1/31 3:00,10056
2011/1/31 4:00,9992
2011/1/31 5:00,10089
2011/1/31 6:00,10470
2011/1/31 7:00,11255
2011/1/31 8:00,12599
2011/1/31 9:00,13226
2011/1/31 10:00,13447
2011/1/31 11:00,13488
2011/1/31 12:00,13521
2011/1/31 13:00,13316
2011/1/31 14:00,13210
2011/1/31 15:00,13273
2011/1/31 16:00,13249
2011/1/31 17:00,13324
2011/1/31 18:00,13631
2011/1/31 19:00,14332
2011/1/31 20:00,14390
2011/1/31 21:00,14165
2011/1/31 22:00,13907
2011/1/31 23:00,13332
2011/2/1 0:00,12453
2011/2/1 1:00,11665
2011/2/1 2:00,11152
2011/2/1 3:00,10883
2011/2/1 4:00,10762
2011/2/1 5:00,10776
2011/2/1 6:00,11058
2011/2/1 7:00,11786
2011/2/1 8:00,12961
2011/2/1 9:00,13502
2011/2/1 10:00,13695
2011/2/1 11:00,13811
2011/2/1 12:00,13937
2011/2/1 13:00,13944
2011/2/1 14:00,13892
2011/2/1 15:00,13847
2011/2/1 16:00,13629
2011/2/1 17:00,13314
2011/2/1 18:00,13517
2011/2/1 19:00,14175
2011/2/1 20:00,13967
2011/2/1 21:00,13467
2011/2/1 22:00,12972
2011/2/1 23:00,12462
2011/2/2 0:00,11754
2011/2/2 1:00,11056
2011/2/2 2:00,10554
2011/2/2 3:00,10295
2011/2/2 4:00,10153
2011/2/2 5:00,10116
2011/2/2 6:00,10207
2011/2/2 7:00,10475
2011/2/2 8:00,11086
2011/2/2 9:00,11147
2011/2/2 10:00,11352
2011/2/2 11:00,11439
2011/2/2 12:00,11394
2011/2/2 13:00,11318
2011/2/2 14:00,11176
2011/2/2 15:00,11045
2011/2/2 16:00,10999
2011/2/2 17:00,11179
2011/2/2 18:00,11605
2011/2/2 19:00,12666
2011/2/2 20:00,12960
2011/2/2 21:00,12810
2011/2/2 22:00,12552
2011/2/2 23:00,12182
2011/2/3 0:00,11580
2011/2/3 1:00,11068
2011/2/3 2:00,10773
2011/2/3 3:00,10667
2011/2/3 4:00,10618
2011/2/3 5:00,10716
2011/2/3 6:00,11028
2011/2/3 7:00,11709
2011/2/3 8:00,12649
2011/2/3 9:00,13098
2011/2/3 10:00,13350
2011/2/3 11:00,13510
2011/2/3 12:00,13592
2011/2/3 13:00,13559
2011/2/3 14:00,13518
2011/2/3 15:00,13458
2011/2/3 16:00,13356
2011/2/3 17:00,13212
2011/2/3 18:00,13445
2011/2/3 19:00,14378
2011/2/3 20:00,14721
2011/2/3 21:00,14654
2011/2/3 22:00,14382
2011/2/3 23:00,13889
2011/2/4 0:00,13072
2011/2/4 1:00,12319
2011/2/4 2:00,11865
2011/2/4 3:00,11604
2011/2/4 4:00,11428
2011/2/4 5:00,11467
2011/2/4 6:00,11642
2011/2/4 7:00,12302
2011/2/4 8:00,13349
2011/2/4 9:00,13767
2011/2/4 10:00,13739
2011/2/4 11:00,13744
2011/2/4 12:00,13671
2011/2/4 13:00,13528
2011/2/4 14:00,13364
2011/2/4 15:00,13216
2011/2/4 16:00,13014
2011/2/4 17:00,12875
2011/2/4 18:00,13047
2011/2/4 19:00,13838
2011/2/4 20:00,14093
2011/2/4 21:00,13924
2011/2/4 22:00,13619
2011/2/4 23:00,13278
2011/2/5 0:00,12631
2011/2/5 1:00,11902
2011/2/5 2:00,11404
2011/2/5 3:00,11067
2011/2/5 4:00,10888
2011/2/5 5:00,10778
2011/2/5 6:00,10879
2011/2/5 7:00,11138
2011/2/5 8:00,11600
2011/2/5 9:00,11731
2011/2/5 10:00,12002
2011/2/5 11:00,12101
2011/2/5 12:00,12126
2011/2/5 13:00,11979
2011/2/5 14:00,11747
2011/2/5 15:00,11517
2011/2/5 16:00,11296
2011/2/5 17:00,11227
2011/2/5 18:00,11512
2011/2/5 19:00,12335
2011/2/5 20:00,12675
2011/2/5 21:00,12555
2011/2/5 22:00,12337
2011/2/5 23:00,12027
2011/2/6 0:00,11457
2011/2/6 1:00,10900
2011/2/6 2:00,10404
2011/2/6 3:00,10150
2011/2/6 4:00,9912
2011/2/6 5:00,9827
2011/2/6 6:00,9818
2011/2/6 7:00,9988
2011/2/6 8:00,10253
2011/2/6 9:00,10348
2011/2/6 10:00,10571
2011/2/6 11:00,10854
2011/2/6 12:00,10988
2011/2/6 13:00,11075
2011/2/6 14:00,11088
2011/2/6 15:00,11099
2011/2/6 16:00,11144
2011/2/6 17:00,11193
2011/2/6 18:00,11487
2011/2/6 19:00,12069
2011/2/6 20:00,12143
2011/2/6 21:00,11957
2011/2/6 22:00,11795
2011/2/6 23:00,11564
2011/2/7 0:00,11071
2011/2/7 1:00,10486
2011/2/7 2:00,10087
2011/2/7 3:00,9919
2011/2/7 4:00,9782
2011/2/7 5:00,9841
2011/2/7 6:00,10185
2011/2/7 7:00,11003
2011/2/7 8:00,12238
2011/2/7 9:00,12714
2011/2/7 10:00,12851
2011/2/7 11:00,12834
2011/2/7 12:00,12803
2011/2/7 13:00,12717
2011/2/7 14:00,12667
2011/2/7 15:00,12788
2011/2/7 16:00,12809
2011/2/7 17:00,12875
2011/2/7 18:00,13095
2011/2/7 19:00,13756
2011/2/7 20:00,13894
2011/2/7 21:00,13701
2011/2/7 22:00,13445
2011/2/7 23:00,12913
2011/2/8 0:00,12116
2011/2/8 1:00,11387
2011/2/8 2:00,10950
2011/2/8 3:00,10715
2011/2/8 4:00,10628
2011/2/8 5:00,10698
2011/2/8 6:00,11005
2011/2/8 7:00,11794
2011/2/8 8:00,12997
2011/2/8 9:00,13470
2011/2/8 10:00,13618
2011/2/8 11:00,13580
2011/2/8 12:00,13547
2011/2/8 13:00,13445
2011/2/8 14:00,13335
2011/2/8 15:00,13294
2011/2/8 16:00,13191
2011/2/8 17:00,13203
2011/2/8 18:00,13503
2011/2/8 19:00,14294
2011/2/8 20:00,14795
2011/2/8 21:00,14726
2011/2/8 22:00,14527
2011/2/8 23:00,13998
2011/2/9 0:00,13195
2011/2/9 1:00,12435
2011/2/9 2:00,11947
2011/2/9 3:00,11720
2011/2/9 4:00,11593
2011/2/9 5:00,11615
2011/2/9 6:00,11848
2011/2/9 7:00,12548
2011/2/9 8:00,13669
2011/2/9 9:00,14098
2011/2/9 10:00,14219
2011/2/9 11:00,14226
2011/2/9 12:00,14162
2011/2/9 13:00,14025
2011/2/9 14:00,13860
2011/2/9 15:00,13807
2011/2/9 16:00,13681
2011/2/9 17:00,13677
2011/2/9 18:00,13873
2011/2/9 19:00,14705
2011/2/9 20:00,15052
2011/2/9 21:00,14978
2011/2/9 22:00,14728
2011/2/9 23:00,14230
2011/2/10 0:00,13420
2011/2/10 1:00,12685
2011/2/10 2:00,12249
2011/2/10 3:00,12031
2011/2/10 4:00,11918
2011/2/10 5:00,11957
2011/2/10 6:00,12206
2011/2/10 7:00,12838
2011/2/10 8:00,13973
2011/2/10 9:00,14371
2011/2/10 10:00,14402
2011/2/10 11:00,14328
2011/2/10 12:00,14259
2011/2/10 13:00,14140
2011/2/10 14:00,13991
2011/2/10 15:00,13899
2011/2/10 16:00,13758
2011/2/10 17:00,13662
2011/2/10 18:00,13821
2011/2/10 19:00,14582
2011/2/10 20:00,14965
2011/2/10 21:00,14831
2011/2/10 22:00,14469
2011/2/10 23:00,13965
2011/2/11 0:00,13120
2011/2/11 1:00,12311
2011/2/11 2:00,11892
2011/2/11 3:00,11588
2011/2/11 4:00,11482
2011/2/11 5:00,11446
2011/2/11 6:00,11669
2011/2/11 7:00,12287
2011/2/11 8:00,13296
2011/2/11 9:00,13682
2011/2/11 10:00,13832
2011/2/11 11:00,13944
2011/2/11 12:00,13971
2011/2/11 13:00,13810
2011/2/11 14:00,13674
